transaction_id,timestamp,amount,merchant_id,customer_id,transaction_type,country,device_id,ip_address,merchant_category,hour_of_day,is_fraud
T0003791,2023-08-05 01:52:35,22.63,M0337,C0182,virement,RU,D0538,10.0.169.94,commerce,1,1
T0003792,2022-11-26 03:26:04,117.68,M0352,C0881,dépôt,JP,D0561,10.0.181.72,restaurant,3,0
T0003793,2024-07-16 09:54:20,171.78,M0282,C0696,paiement,BR,D1574,10.0.167.248,mode,9,0
T0003794,2023-05-13 19:51:36,15.75,M0025,C0542,dépôt,CN,D0071,10.0.115.197,restaurant,19,0
T0003795,2017-06-14 15:33:48,7.03,M0450,C0187,retrait,IT,D3513,10.0.133.113,restaurant,15,0
T0003796,2023-01-29 01:16:02,180.52,M0119,C0445,virement,FR,D1983,10.0.32.138,santé,1,0
T0003797,2021-05-24 19:59:18,131.7,M0032,C0256,dépôt,DE,D1419,10.0.211.47,loisir,19,0
T0003798,2019-06-14 17:13:36,75.68,M0398,C0789,remboursement,BR,D2244,10.0.163.115,technologie,17,0
T0003799,2022-03-03 08:41:18,12.8,M0169,C0758,retrait,FR,D2105,10.0.74.83,loisir,8,0
T0003800,2021-09-22 08:19:36,23.43,M0184,C0155,dépôt,UA,D0735,10.0.124.106,santé,8,0
T0003801,2023-05-20 23:08:24,84.33,M0136,C0486,prélèvement,FR,D1433,10.0.179.81,voyage,23,1
T0003802,2023-01-06 23:48:23,310.71,M0332,C0281,dépôt,DE,D3431,10.0.92.69,voyage,23,0
T0003803,2017-01-21 14:52:26,291.11,M0137,C0770,paiement,DE,D1807,10.0.169.170,voyage,14,0
T0003804,2023-04-13 07:15:34,45.27,M0119,C0874,virement,JP,D0143,10.0.241.229,santé,7,0
T0003805,2017-03-23 06:44:10,5.89,M0241,C0813,retrait,UA,D2903,10.0.198.162,banque,6,0
T0003806,2022-01-02 23:13:39,290.42,M0174,C0131,virement,BR,D3241,10.0.230.110,loisir,23,1
T0003807,2024-12-19 02:02:36,557.99,M0045,C0659,prélèvement,CN,D2595,10.0.95.24,mode,2,1
T0003808,2023-10-30 16:26:04,103.59,M0185,C0624,dépôt,RU,D2685,10.0.175.108,banque,16,0
T0003809,2022-10-14 13:09:22,34.04,M0165,C0138,dépôt,DE,D1190,10.0.120.46,loisir,13,0
T0003810,2022-07-16 22:25:12,35.99,M0121,C0400,paiement,BR,D3728,10.0.2.192,mode,22,0
T0003811,2021-10-08 22:53:08,33.71,M0094,C0119,paiement,UA,D0638,10.0.43.108,mode,22,0
T0003812,2021-10-01 09:11:01,177.95,M0140,C0319,remboursement,IT,D1437,10.0.158.96,technologie,9,0
T0003813,2017-03-21 20:09:38,78.73,M0329,C0915,paiement,BR,D3457,10.0.83.108,santé,20,0
T0003814,2023-01-10 21:28:22,52.41,M0137,C0213,virement,CN,D1268,10.0.235.32,voyage,21,0
T0003815,2021-04-01 07:09:26,28.79,M0055,C0021,dépôt,BR,D2458,10.0.40.213,banque,7,0
T0003816,2023-05-06 17:34:46,102.35,M0160,C0946,virement,US,D0303,10.0.63.132,mode,17,0
T0003817,2020-09-16 00:33:11,76.32,M0105,C0972,prélèvement,NG,D1153,10.0.213.11,technologie,0,1
T0003818,2021-08-05 20:29:44,28.06,M0187,C0648,virement,RU,D2377,10.0.190.126,commerce,20,0
T0003819,2024-12-15 09:17:12,174.96,M0341,C0101,dépôt,UK,D3632,10.0.182.108,santé,9,0
T0003820,2022-01-07 07:00:52,115.79,M0398,C0769,virement,NG,D3202,10.0.240.78,mode,7,0
T0003821,2018-11-05 01:14:51,32.43,M0475,C0160,retrait,CN,D0374,10.0.146.2,banque,1,0
T0003822,2021-10-29 00:37:29,8.29,M0207,C0195,remboursement,JP,D2657,10.0.251.137,commerce,0,0
T0003823,2020-11-21 08:01:13,91.89,M0172,C0753,remboursement,BR,D1916,10.0.174.171,mode,8,0
T0003824,2020-09-04 10:04:20,52.48,M0262,C0442,remboursement,UK,D2877,10.0.39.17,technologie,10,0
T0003825,2023-02-26 21:24:33,111.15,M0109,C0347,prélèvement,ES,D2213,10.0.230.165,voyage,21,0
T0003826,2022-01-29 03:22:20,41.57,M0030,C0430,dépôt,US,D2468,10.0.190.248,commerce,3,0
T0003827,2019-12-24 11:53:21,28.71,M0010,C0135,virement,RU,D3234,10.0.12.193,mode,11,0
T0003828,2020-05-09 13:19:51,154.66,M0209,C0510,remboursement,DE,D0775,10.0.58.108,loisir,13,0
T0003829,2017-06-02 05:09:36,123.77,M0406,C0673,virement,CN,D2621,10.0.47.30,voyage,5,1
T0003830,2024-05-09 11:56:18,5.52,M0001,C0781,remboursement,ES,D1349,10.0.189.7,restaurant,11,0
T0003831,2022-02-13 03:20:27,1448.43,M0401,C0119,dépôt,NG,D3589,10.0.42.128,santé,3,1
T0003832,2017-09-04 18:21:38,78.68,M0408,C0847,retrait,NG,D1662,10.0.79.54,voyage,18,0
T0003833,2024-01-28 11:34:12,41.38,M0451,C0636,retrait,FR,D1308,10.0.62.22,banque,11,0
T0003834,2021-08-13 05:17:57,20.07,M0310,C0217,dépôt,JP,D1014,10.0.165.142,commerce,5,0
T0003835,2020-07-21 13:43:26,210.05,M0407,C0868,paiement,UK,D3237,10.0.141.82,voyage,13,0
T0003836,2021-10-14 18:25:13,1446.69,M0352,C0530,paiement,JP,D3958,10.0.212.218,commerce,18,0
T0003837,2022-09-22 03:14:09,4.45,M0396,C0508,dépôt,US,D3933,10.0.153.129,commerce,3,0
T0003838,2024-07-21 01:54:36,21.47,M0312,C0394,virement,FR,D3396,10.0.123.168,banque,1,1
T0003839,2020-06-24 16:24:03,479.84,M0269,C0917,remboursement,RU,D2946,10.0.204.97,voyage,16,0
T0003840,2024-03-02 19:47:38,18.73,M0297,C0434,prélèvement,BR,D0971,10.0.241.232,restaurant,19,0
T0003841,2020-08-25 04:12:12,289.07,M0131,C0958,prélèvement,UA,D1702,10.0.9.161,voyage,4,1
T0003842,2022-01-04 02:33:08,72.61,M0336,C0028,remboursement,US,D2563,10.0.145.227,santé,2,0
T0003843,2020-06-30 22:09:12,208.17,M0158,C0041,virement,NG,D3930,10.0.255.86,banque,22,1
T0003844,2024-02-11 18:36:27,107.39,M0132,C0649,virement,BR,D0442,10.0.225.140,restaurant,18,0
T0003845,2020-01-29 16:05:10,335.65,M0095,C0423,dépôt,NG,D1060,10.0.50.46,mode,16,0
T0003846,2022-09-14 04:18:53,141.78,M0269,C0385,retrait,US,D3113,10.0.17.250,mode,4,0
T0003847,2017-07-07 07:59:38,161.98,M0111,C0139,virement,RU,D2910,10.0.205.95,mode,7,0
T0003848,2018-12-18 14:48:44,80.46,M0058,C0271,dépôt,JP,D3272,10.0.202.252,mode,14,0
T0003849,2021-02-14 03:33:34,6.15,M0030,C0579,prélèvement,DE,D0587,10.0.199.105,voyage,3,1
T0003850,2020-12-21 23:58:08,82.01,M0145,C0591,paiement,US,D2551,10.0.252.197,mode,23,0
T0003851,2022-11-13 23:47:27,181.1,M0036,C0700,virement,UA,D3305,10.0.125.139,commerce,23,0
T0003852,2018-05-21 07:40:59,126.48,M0330,C0272,virement,ES,D0525,10.0.211.227,commerce,7,0
T0003853,2023-05-05 11:24:26,64.13,M0260,C0907,remboursement,NG,D2951,10.0.164.18,santé,11,0
T0003854,2020-05-14 13:55:52,244.39,M0270,C0749,dépôt,BR,D0513,10.0.183.229,commerce,13,0
T0003855,2019-07-07 00:11:00,97.63,M0194,C0410,paiement,DE,D3257,10.0.185.216,technologie,0,0
T0003856,2023-04-21 13:52:27,1.63,M0469,C0952,retrait,UA,D2757,10.0.61.60,banque,13,0
T0003857,2024-04-07 09:27:36,18.93,M0338,C0454,dépôt,BR,D3853,10.0.29.118,voyage,9,0
T0003858,2022-10-26 15:15:37,358.5,M0460,C0994,paiement,UA,D0080,10.0.35.92,voyage,15,0
T0003859,2019-09-17 12:43:28,29.79,M0078,C0212,remboursement,US,D2703,10.0.61.40,banque,12,0
T0003860,2020-01-15 17:34:03,111.7,M0012,C0848,virement,UA,D2612,10.0.205.226,restaurant,17,0
T0003861,2023-08-08 03:32:57,46.51,M0137,C0241,dépôt,RU,D1927,10.0.65.40,banque,3,0
T0003862,2023-04-12 02:31:47,20.71,M0239,C0382,remboursement,US,D3607,10.0.222.78,loisir,2,0
T0003863,2023-10-18 21:13:50,132.4,M0165,C0243,virement,DE,D0829,10.0.165.196,technologie,21,0
T0003864,2018-10-25 23:48:13,20.2,M0058,C0946,remboursement,NG,D1475,10.0.75.227,loisir,23,0
T0003865,2020-11-20 14:06:30,210.58,M0363,C0032,paiement,UA,D3459,10.0.122.218,loisir,14,0
T0003866,2022-07-01 13:03:53,268.9,M0138,C0212,paiement,UK,D0580,10.0.221.75,santé,13,0
T0003867,2019-04-22 20:02:33,167.9,M0310,C0266,virement,BR,D2470,10.0.92.180,commerce,20,0
T0003868,2020-09-04 19:53:37,13.38,M0466,C0316,retrait,RU,D2771,10.0.250.134,loisir,19,0
T0003869,2021-03-02 04:15:09,772.69,M0407,C0482,retrait,RU,D1386,10.0.40.77,banque,4,1
T0003870,2024-06-24 11:33:42,1558.41,M0396,C0785,virement,UA,D2336,10.0.209.92,banque,11,1
T0003871,2018-03-01 17:36:48,361.84,M0387,C0505,remboursement,US,D0055,10.0.196.24,commerce,17,0
T0003872,2024-07-21 07:10:50,92.16,M0396,C0503,paiement,ES,D0758,10.0.20.7,restaurant,7,0
T0003873,2022-03-27 11:52:17,72.49,M0412,C0472,virement,CN,D2653,10.0.95.132,voyage,11,1
T0003874,2017-01-04 06:06:49,126.08,M0155,C0930,paiement,IT,D0337,10.0.116.83,mode,6,0
T0003875,2023-03-26 17:02:11,24.01,M0307,C0755,retrait,UA,D0731,10.0.207.50,banque,17,0
T0003876,2021-09-08 02:12:53,0.24,M0084,C0932,remboursement,US,D1521,10.0.247.92,santé,2,0
T0003877,2022-04-12 12:36:01,385.08,M0286,C0306,prélèvement,IT,D1226,10.0.244.75,commerce,12,0
T0003878,2017-07-25 02:54:29,141.52,M0311,C0039,paiement,UA,D3031,10.0.43.239,commerce,2,0
T0003879,2017-09-25 02:38:25,17.53,M0097,C0240,paiement,US,D0563,10.0.203.171,banque,2,0
T0003880,2021-07-23 06:24:53,33.81,M0218,C0510,dépôt,JP,D1929,10.0.138.86,santé,6,0
T0003881,2018-02-03 03:47:20,100.91,M0412,C0893,remboursement,IT,D0209,10.0.13.1,technologie,3,0
T0003882,2020-07-29 10:47:51,11.31,M0483,C0216,prélèvement,IT,D0754,10.0.101.105,commerce,10,0
T0003883,2021-06-20 16:52:49,23.04,M0390,C0418,dépôt,UK,D3023,10.0.156.94,restaurant,16,0
T0003884,2023-08-11 19:38:47,271.69,M0038,C0258,virement,BR,D0479,10.0.157.139,restaurant,19,0
T0003885,2019-07-23 05:18:53,341.53,M0245,C0092,dépôt,CN,D3174,10.0.180.42,mode,5,0
T0003886,2024-10-14 16:50:11,116.45,M0126,C0590,remboursement,JP,D3652,10.0.199.106,restaurant,16,0
T0003887,2018-02-24 07:02:42,143.05,M0376,C0993,remboursement,UK,D2762,10.0.176.34,voyage,7,0
T0003888,2020-08-19 06:45:55,116.6,M0064,C0216,paiement,UK,D1422,10.0.184.3,restaurant,6,0
T0003889,2020-11-24 14:58:22,166.83,M0183,C0847,virement,JP,D1541,10.0.206.75,mode,14,0
T0003890,2022-11-09 00:46:11,51.07,M0106,C0306,paiement,JP,D2299,10.0.184.247,restaurant,0,0
T0003891,2018-01-02 11:01:03,73.6,M0192,C0748,dépôt,BR,D0976,10.0.68.44,loisir,11,0
T0003892,2024-11-09 01:59:59,13.39,M0184,C0811,paiement,NG,D3982,10.0.169.44,commerce,1,0
T0003893,2023-09-28 13:39:01,256.18,M0332,C0557,paiement,US,D0564,10.0.35.200,loisir,13,0
T0003894,2024-08-28 12:42:50,120.62,M0169,C0991,prélèvement,UA,D2481,10.0.108.69,mode,12,0
T0003895,2019-08-29 17:35:32,0.0,M0459,C0299,dépôt,US,D2596,10.0.245.100,voyage,17,0
T0003896,2019-09-29 01:52:16,47.85,M0323,C0032,remboursement,BR,D3411,10.0.14.148,mode,1,0
T0003897,2017-04-26 08:51:02,139.81,M0364,C0987,retrait,US,D1812,10.0.29.58,banque,8,0
T0003898,2019-09-25 00:04:46,286.0,M0140,C0643,remboursement,NG,D2807,10.0.255.196,technologie,0,1
T0003899,2019-06-22 17:54:58,5.82,M0262,C0535,virement,RU,D0216,10.0.27.69,banque,17,1
T0003900,2017-08-23 16:18:45,105.53,M0355,C0125,retrait,ES,D3391,10.0.143.215,commerce,16,0
T0003901,2020-05-04 10:06:16,105.0,M0214,C0087,retrait,CN,D1186,10.0.81.161,voyage,10,0
T0003902,2021-01-16 02:15:00,76.42,M0258,C0015,dépôt,JP,D1658,10.0.21.56,restaurant,2,0
T0003903,2020-02-02 03:09:10,61.42,M0308,C0684,retrait,JP,D1790,10.0.97.123,technologie,3,1
T0003904,2022-10-22 02:21:13,4.7,M0140,C0558,prélèvement,NG,D0389,10.0.100.113,mode,2,0
T0003905,2021-10-18 12:35:59,111.56,M0064,C0844,paiement,RU,D3777,10.0.16.252,technologie,12,0
T0003906,2022-04-14 10:48:27,105.82,M0184,C0536,remboursement,ES,D3408,10.0.113.42,voyage,10,0
T0003907,2017-02-06 07:38:42,51.98,M0242,C0093,remboursement,ES,D3176,10.0.207.101,mode,7,0
T0003908,2022-04-03 15:45:20,330.01,M0242,C0985,paiement,NG,D0366,10.0.40.252,voyage,15,0
T0003909,2021-12-11 16:42:24,161.32,M0248,C0885,virement,DE,D3382,10.0.22.150,voyage,16,0
T0003910,2023-10-26 10:23:07,272.38,M0174,C0826,paiement,IT,D3901,10.0.153.45,banque,10,0
T0003911,2019-01-07 22:25:45,178.05,M0469,C0891,prélèvement,RU,D1586,10.0.145.107,commerce,22,0
T0003912,2020-05-27 10:47:37,7.83,M0013,C0192,paiement,US,D2083,10.0.68.10,santé,10,0
T0003913,2017-11-27 18:24:20,304.15,M0075,C0641,dépôt,ES,D3204,10.0.45.174,loisir,18,0
T0003914,2021-10-05 13:02:52,59.17,M0037,C0972,remboursement,CN,D3890,10.0.150.6,restaurant,13,0
T0003915,2021-10-28 23:30:42,303.6,M0108,C0255,remboursement,RU,D2790,10.0.8.124,commerce,23,0
T0003916,2018-05-20 19:45:05,370.25,M0222,C0868,retrait,ES,D0915,10.0.155.209,banque,19,0
T0003917,2019-05-14 10:08:00,29.25,M0153,C0059,retrait,FR,D3487,10.0.183.142,technologie,10,0
T0003918,2020-11-10 01:38:01,41.12,M0126,C0808,dépôt,ES,D3334,10.0.193.113,banque,1,0
T0003919,2020-06-02 13:50:58,3.82,M0006,C0552,paiement,JP,D0747,10.0.135.93,commerce,13,0
T0003920,2020-07-30 09:27:06,2.84,M0339,C0954,dépôt,CN,D2924,10.0.139.180,voyage,9,0
T0003921,2024-03-08 10:07:55,96.83,M0295,C0646,prélèvement,CN,D2947,10.0.127.176,banque,10,1
T0003922,2019-02-26 09:18:42,139.17,M0382,C0508,prélèvement,DE,D1868,10.0.6.87,restaurant,9,0
T0003923,2017-02-19 11:37:18,68.88,M0045,C0983,retrait,NG,D2866,10.0.243.160,mode,11,0
T0003924,2019-03-11 01:54:49,48.09,M0294,C0086,remboursement,IT,D0154,10.0.205.94,santé,1,0
T0003925,2020-05-06 05:18:22,67.5,M0091,C0188,retrait,UA,D1398,10.0.240.25,loisir,5,1
T0003926,2018-09-13 04:49:56,158.41,M0186,C0620,retrait,BR,D2655,10.0.72.6,technologie,4,1
T0003927,2020-08-04 08:25:21,184.14,M0223,C0136,dépôt,DE,D0611,10.0.44.101,restaurant,8,0
T0003928,2020-12-31 20:58:37,198.29,M0438,C0642,remboursement,DE,D3429,10.0.216.150,restaurant,20,0
T0003929,2017-08-08 18:47:57,118.25,M0379,C0067,dépôt,JP,D3540,10.0.133.132,voyage,18,0
T0003930,2021-09-06 20:40:49,34.33,M0268,C0359,remboursement,IT,D1457,10.0.208.199,technologie,20,0
T0003931,2021-06-04 08:39:14,96.67,M0469,C0765,paiement,DE,D2188,10.0.104.104,mode,8,0
T0003932,2024-05-02 08:08:14,40.5,M0113,C0520,remboursement,DE,D3557,10.0.170.233,restaurant,8,0
T0003933,2023-09-18 14:21:33,54.87,M0182,C0818,dépôt,US,D0790,10.0.252.248,santé,14,0
T0003934,2022-04-25 14:17:49,38.54,M0142,C0588,remboursement,BR,D1666,10.0.116.232,commerce,14,0
T0003935,2024-01-14 20:44:52,332.8,M0203,C0820,dépôt,JP,D3874,10.0.183.31,technologie,20,0
T0003936,2024-12-14 06:30:46,96.88,M0347,C0958,prélèvement,RU,D1668,10.0.83.102,technologie,6,1
T0003937,2023-06-19 19:38:15,129.41,M0232,C0251,prélèvement,US,D3939,10.0.42.203,santé,19,0
T0003938,2024-01-01 05:25:16,5.42,M0406,C0390,retrait,FR,D3797,10.0.140.204,mode,5,0
T0003939,2019-03-13 23:46:43,122.56,M0337,C0283,remboursement,ES,D0769,10.0.115.74,mode,23,0
T0003940,2019-12-02 15:45:18,39.93,M0185,C0170,virement,CN,D2025,10.0.153.192,mode,15,0
T0003941,2022-01-06 04:32:22,6.04,M0388,C0618,dépôt,UK,D2296,10.0.87.130,mode,4,0
T0003942,2020-09-03 14:26:27,87.95,M0413,C0645,remboursement,US,D0041,10.0.22.231,restaurant,14,0
T0003943,2019-01-06 23:56:05,2320.4,M0472,C0367,dépôt,US,D1515,10.0.1.237,technologie,23,1
T0003944,2022-05-05 12:08:11,30.17,M0120,C0963,remboursement,US,D2911,10.0.188.93,commerce,12,0
T0003945,2017-10-30 07:51:58,16.85,M0443,C0888,remboursement,ES,D3315,10.0.230.255,commerce,7,0
T0003946,2024-07-04 10:02:01,197.92,M0269,C0716,prélèvement,US,D0466,10.0.108.75,restaurant,10,0
T0003947,2020-06-20 18:15:52,128.89,M0480,C0453,prélèvement,ES,D0282,10.0.134.139,loisir,18,0
T0003948,2020-02-08 11:21:49,76.02,M0462,C0531,virement,JP,D1804,10.0.244.222,loisir,11,0
T0003949,2019-02-21 05:16:56,164.97,M0012,C0637,prélèvement,UA,D1151,10.0.61.149,mode,5,0
T0003950,2020-09-27 00:45:14,18.25,M0452,C0298,paiement,CN,D1277,10.0.55.105,technologie,0,0
T0003951,2023-11-06 09:52:27,14.69,M0180,C0328,virement,JP,D1584,10.0.140.185,commerce,9,0
T0003952,2018-03-23 02:56:37,79.53,M0056,C0010,paiement,UA,D0695,10.0.29.122,commerce,2,0
T0003953,2018-02-11 06:59:20,390.0,M0231,C0687,prélèvement,CN,D3615,10.0.54.8,commerce,6,0
T0003954,2018-01-15 19:12:18,156.76,M0146,C0757,virement,UA,D0239,10.0.220.52,voyage,19,0
T0003955,2019-05-27 15:24:01,190.71,M0268,C0894,prélèvement,UA,D1683,10.0.164.150,voyage,15,1
T0003956,2024-12-12 05:04:46,66.71,M0375,C0035,prélèvement,UK,D2293,10.0.9.193,technologie,5,1
T0003957,2020-03-27 08:14:06,5.41,M0315,C0441,virement,DE,D2620,10.0.239.164,technologie,8,0
T0003958,2023-02-24 02:43:14,105.75,M0245,C0954,remboursement,ES,D0879,10.0.250.241,banque,2,0
T0003959,2021-07-14 22:43:31,177.06,M0376,C0826,retrait,FR,D3965,10.0.15.75,technologie,22,0
T0003960,2022-05-12 19:52:20,4.91,M0123,C0236,prélèvement,JP,D3421,10.0.253.247,loisir,19,0
T0003961,2017-04-03 10:07:52,137.93,M0461,C0133,paiement,US,D3565,10.0.3.58,mode,10,0
T0003962,2018-04-10 16:09:38,402.31,M0395,C0101,prélèvement,CN,D0383,10.0.72.87,restaurant,16,0
T0003963,2022-03-03 08:43:41,98.64,M0232,C0275,dépôt,CN,D0799,10.0.158.38,commerce,8,0
T0003964,2019-10-01 07:49:04,29.17,M0204,C0026,paiement,RU,D2186,10.0.223.85,technologie,7,0
T0003965,2023-10-13 18:40:05,93.93,M0399,C0851,retrait,CN,D3174,10.0.166.158,santé,18,0
T0003966,2017-02-03 14:12:05,17.48,M0333,C0681,prélèvement,UA,D1734,10.0.139.146,technologie,14,0
T0003967,2023-05-27 04:45:29,9.23,M0067,C0208,virement,NG,D3372,10.0.237.151,commerce,4,1
T0003968,2023-03-19 12:02:20,147.44,M0326,C0830,virement,UA,D3750,10.0.163.10,restaurant,12,0
T0003969,2020-10-07 20:46:25,176.69,M0093,C0742,paiement,FR,D0883,10.0.85.159,restaurant,20,0
T0003970,2017-11-10 08:57:31,41.69,M0296,C0751,retrait,US,D1988,10.0.184.123,restaurant,8,0
T0003971,2023-02-16 22:40:23,85.93,M0399,C0527,dépôt,UK,D3635,10.0.6.245,technologie,22,0
T0003972,2019-04-25 14:34:49,165.61,M0417,C0473,paiement,DE,D3922,10.0.62.52,loisir,14,0
T0003973,2017-03-02 17:39:28,122.61,M0403,C0340,virement,BR,D0760,10.0.182.6,loisir,17,0
T0003974,2021-02-18 21:20:13,46.87,M0176,C0362,remboursement,UK,D0839,10.0.136.218,commerce,21,0
T0003975,2020-04-19 12:38:02,150.43,M0377,C0026,virement,CN,D2317,10.0.195.206,restaurant,12,0
T0003976,2023-06-19 20:05:56,9.57,M0262,C0964,virement,DE,D3996,10.0.105.43,mode,20,0
T0003977,2017-08-23 17:12:38,254.66,M0017,C0999,dépôt,NG,D0712,10.0.50.232,voyage,17,0
T0003978,2018-06-08 06:22:44,259.55,M0086,C0187,remboursement,US,D2821,10.0.98.75,technologie,6,0
T0003979,2022-06-11 20:45:23,88.91,M0363,C0603,prélèvement,ES,D0889,10.0.118.60,restaurant,20,0
T0003980,2021-10-28 16:10:50,58.69,M0304,C0790,virement,DE,D0385,10.0.40.109,technologie,16,0
T0003981,2024-12-28 19:26:24,151.69,M0247,C0567,virement,IT,D1928,10.0.190.226,voyage,19,0
T0003982,2020-10-17 06:55:34,13.59,M0376,C0269,dépôt,IT,D1986,10.0.77.246,technologie,6,0
T0003983,2018-05-26 00:25:55,207.01,M0352,C0311,retrait,FR,D3805,10.0.67.195,santé,0,0
T0003984,2019-10-13 16:40:05,202.78,M0436,C0704,prélèvement,RU,D0028,10.0.217.53,commerce,16,0
T0003985,2024-04-21 12:21:04,16.96,M0278,C0280,dépôt,IT,D0068,10.0.102.110,santé,12,0
T0003986,2024-08-05 08:42:26,62.24,M0180,C0460,remboursement,UA,D1950,10.0.244.123,santé,8,0
T0003987,2021-10-08 20:39:21,92.99,M0437,C0379,paiement,UK,D2687,10.0.205.57,loisir,20,0
T0003988,2022-02-14 14:49:36,96.38,M0305,C0005,prélèvement,US,D3378,10.0.200.115,technologie,14,0
T0003989,2017-02-06 14:42:16,20.5,M0322,C0778,retrait,BR,D2073,10.0.85.142,banque,14,1
T0003990,2019-01-16 02:43:34,166.19,M0371,C0211,dépôt,JP,D1427,10.0.90.198,mode,2,0
T0003991,2024-06-26 12:28:42,168.1,M0054,C0272,remboursement,UK,D1035,10.0.205.29,santé,12,0
T0003992,2024-01-29 19:29:16,354.84,M0422,C0094,paiement,IT,D2921,10.0.56.45,restaurant,19,0
T0003993,2018-04-14 14:34:52,63.9,M0321,C0082,paiement,CN,D3572,10.0.159.167,banque,14,0
T0003994,2023-07-07 03:04:32,26.74,M0422,C0836,prélèvement,FR,D1803,10.0.245.238,commerce,3,0
T0003995,2017-07-23 05:27:26,16.94,M0312,C0510,retrait,BR,D3952,10.0.68.164,banque,5,1
T0003996,2019-02-25 04:11:22,192.8,M0340,C0899,dépôt,DE,D3364,10.0.244.239,voyage,4,0
T0003997,2022-02-26 02:15:46,2.34,M0365,C0364,remboursement,CN,D0831,10.0.140.158,banque,2,1
T0003998,2018-11-14 01:11:37,252.49,M0121,C0623,virement,CN,D0338,10.0.247.2,loisir,1,1
T0003999,2018-08-25 02:21:47,81.33,M0477,C0009,retrait,US,D0077,10.0.146.160,voyage,2,1
T0004000,2024-11-16 17:35:17,24.96,M0118,C0849,virement,BR,D3204,10.0.168.245,voyage,17,1
T0004001,2024-05-25 15:56:49,90.89,M0011,C0133,retrait,ES,D2303,10.0.123.248,technologie,15,0
T0004002,2023-03-21 16:34:14,14.25,M0161,C0813,virement,RU,D0737,10.0.14.168,banque,16,1
T0004003,2020-09-08 09:34:19,162.15,M0270,C0502,prélèvement,US,D2792,10.0.230.33,technologie,9,0
T0004004,2023-11-15 15:29:36,23.28,M0481,C0729,paiement,RU,D2701,10.0.55.72,technologie,15,0
T0004005,2023-05-25 08:40:15,95.08,M0385,C0132,retrait,IT,D2711,10.0.229.28,banque,8,0
T0004006,2022-12-16 13:47:17,164.08,M0107,C0051,paiement,US,D1975,10.0.200.223,technologie,13,0
T0004007,2023-11-22 22:08:36,0.29,M0103,C0694,retrait,DE,D3646,10.0.155.132,technologie,22,0
T0004008,2018-05-26 01:56:59,128.59,M0317,C0678,retrait,RU,D0516,10.0.68.71,commerce,1,1
T0004009,2020-02-24 17:30:34,73.08,M0058,C0737,paiement,US,D1407,10.0.194.234,santé,17,0
T0004010,2018-05-29 11:08:49,21.31,M0301,C0929,remboursement,DE,D0176,10.0.200.130,santé,11,0
T0004011,2019-01-07 08:46:36,21.09,M0356,C0253,virement,UA,D2668,10.0.66.46,santé,8,0
T0004012,2021-10-04 13:55:17,48.66,M0315,C0744,virement,JP,D0592,10.0.129.165,mode,13,0
T0004013,2024-04-15 06:33:25,319.4,M0204,C0391,virement,ES,D3988,10.0.197.69,commerce,6,0
T0004014,2017-07-12 11:19:52,12.75,M0071,C0807,virement,NG,D3692,10.0.247.25,loisir,11,0
T0004015,2019-05-28 04:01:54,55.01,M0438,C0250,virement,UK,D2990,10.0.211.19,voyage,4,1
T0004016,2021-04-25 09:22:41,45.66,M0023,C0202,virement,IT,D3330,10.0.201.88,voyage,9,0
T0004017,2024-04-25 23:17:12,185.38,M0071,C0904,prélèvement,UK,D0335,10.0.229.4,loisir,23,0
T0004018,2022-01-18 19:23:51,252.85,M0238,C0430,paiement,DE,D3447,10.0.112.3,voyage,19,0
T0004019,2018-01-11 04:28:32,570.81,M0025,C0303,prélèvement,NG,D3561,10.0.197.177,commerce,4,1
T0004020,2024-06-10 11:49:27,164.43,M0127,C0816,paiement,FR,D3586,10.0.65.137,technologie,11,0
T0004021,2021-03-11 23:18:42,59.96,M0055,C0045,dépôt,US,D2697,10.0.207.8,restaurant,23,0
T0004022,2018-02-04 05:40:33,39.35,M0037,C0020,dépôt,DE,D3318,10.0.148.65,mode,5,0
T0004023,2023-04-18 20:38:03,122.46,M0417,C0260,paiement,ES,D1269,10.0.198.7,banque,20,0
T0004024,2021-05-20 16:56:47,23.93,M0019,C0837,prélèvement,RU,D1997,10.0.211.143,voyage,16,0
T0004025,2020-12-25 04:34:53,131.42,M0137,C0902,prélèvement,UA,D0890,10.0.129.63,technologie,4,1
T0004026,2024-11-09 03:26:15,336.47,M0208,C0392,paiement,NG,D3050,10.0.113.177,santé,3,0
T0004027,2021-06-09 06:44:51,71.74,M0387,C0292,virement,IT,D1830,10.0.159.23,loisir,6,0
T0004028,2020-12-07 23:08:06,401.25,M0095,C0414,remboursement,BR,D2752,10.0.183.144,restaurant,23,0
T0004029,2021-12-15 11:33:28,45.05,M0055,C0703,retrait,CN,D0914,10.0.5.152,loisir,11,0
T0004030,2024-08-27 23:47:23,77.8,M0465,C0811,paiement,UK,D2980,10.0.172.46,restaurant,23,0
T0004031,2021-10-30 17:55:25,145.81,M0083,C0398,paiement,UA,D1413,10.0.150.45,santé,17,0
T0004032,2017-12-25 10:34:01,811.6,M0106,C0954,prélèvement,UA,D3565,10.0.146.230,commerce,10,0
T0004033,2019-03-08 21:13:30,9.09,M0241,C0474,dépôt,JP,D3397,10.0.39.150,commerce,21,0
T0004034,2023-04-08 12:17:06,120.57,M0316,C0046,virement,BR,D0159,10.0.182.109,banque,12,0
